rating,predicted_score,review_text
1,1,please remove the read all option improve its ui i still feel so many bugs when i click on an image its automatically doubletapped
4,2,i really like this app and we are very grateful for such app it helps in soo many ways  1 advertising your business 2 sharing info so easily connecting with people very far from you and so forth aside all these benefits there is one thing i think is needed to be taken care of when some share a video from other social platforms and viewing then it takes you off to that social media where the video was shared from please give us update where we view them without leaving whatsappthanks
5,5,the best
5,5,i m a teacherr
2,5,need whatsapp for many things
3,1,this app if after update i am deleted it because of limit in broadcast message
1,5,help me whats
5,5,excellent app live location related problem fix it as soon as possible
5,5,so great
4,5,please remove channel feature permanently because whatsapp used all family members this feature not useful so i request you please remove channel feature
1,1,why is there now duration limited time for about in profile
2,2,whats the use of having back ups if theyre not gonna work when you need them ive tried accessing backed up data multiple times and ive only gotten a partial return on those back ups moreover the status resharing feature seems to only work when i lodge a complaint and a few days after i that it disappears again honestly getting exhausted of writing these
4,5,makes it easier to chat with ur friends besides the word is evolving so i dont doubt it has even improved my texting skill 
5,5,great app
4,5,problem with multiple pictures in gallery
5,5,woah i can call someone
5,5,l hava nothing to complain
2,1,after the newest update the app wanted me to restore my chats and so i did but when it was around halfway done it randomly crashed by itself and it doesnt restore all my chats but instead it erases every single chat i have with people i dont lose their numbers or unfollow every channel like a full reset would but its really upsetting because i have very important info and conversations with those people and now theyre gone please help fix this issue
1,1,after last 2 updates im unable to unmute the notifications of any of the chats i want it just doesnt seem to work in anyway 
3,1,hello whatsapp i writing this letter with much sadness because i have lost my whatsapp when i accidentally deleted my whatsapp app and was not able to recover it because my phone number had issues with its simi the only way to recover it is through call or sms and nothing else so i would like to say that it would have been great if you included an other way also to recover the account
1,1,why did you decrease the about limit
5,5,joy and happiness
5,5,good app
5,5,my experience thats nice
3,5,my pinned contacts keep getting unpinned without me unpinning them
5,5,the app is good
5,5,very bad app
5,1,very difficult to update my whatsapp
4,5,quote or producer night fund regular vital totally national employee explanation forward nevertheless grass nature acquire attend tent squeeze dismiss shake escape humor raise reservation firm worth truck rhythm attractive instructor slip lie compare other cow huge loose relief substance about burden executive indication annual yet rather republican closely feature overlook irish academic hearing call pilot barrel selection patch never tear etc comfortable commercial positive element salt strategic mix comedy various contribute energy
